Bureau Number	Employer Name	Street Address	City	State	Zip Code	Insurer Name	LookupStatus
5215	SAFETY TOWN OF SANTA BARBARA COUNTY, INC. (NONPROFIT)	385 SAN YSIDRO RD	SANTA BARBARA	CA	931082131	Markel Insurance Company	Found
5215	SANTA BARBARA BOOKKEEPING, INC.	168 CANON VIEW RD	SANTA BARBARA	CA	93108	Hartford Casualty Insurance Company	Found
5215	SANTA BARBARA CEMETERY ASSOCIATION	1 HOT SPRINGS RD	SANTA BARBARA	CA	93108	State Compensation Insurance Fund	Found
5215	SANTA BARBARA CEMETERY ASSOCIATION DBA	1 HOT SPRINGS RD	SANTA BARBARA	CA	93108	State Compensation Insurance Fund	Found
5215	SANTA BARBARA DESIGN & BUILD	1865 EUCALYPTUS HILL RD	SANTA BARBARA	CA	93108	Midwest Employers Casualty Company	Found
5215	SANTA BARBARA FINANCIAL (DBA)	145 ARROQUI RD	SANTA BARBARA	CA	93108	Sequoia Insurance Company	Found
5215	SANTA BARBARA GAMES, LLC	1485 E VALLEY RD. SUITE E	SANTA BARBARA	CA	93108	Technology Insurance Company, Inc.	Found
5215	SANTA BARBARA HOUSE OF HUSTLE	4000 LA COLINA RD	SANTA BARBARA	CA	931101412	State Compensation Insurance Fund	Found
5215	SANTA BARBARA INN	1482 E VALLEY RD, STUDIO #14	MONTECITO	CA	93108	Insurance Company of the West	Found
5215	SANTA BARBARA INVESTMENT CO	1280 COAST VILLAGE CIRCLE	SANTA BARBARA	CA	93108	Employers Preferred Insurance Company	Found
5215	SANTA BARBARA MASTERS SWIMMING	401 SHORELINE DR	SANTA BARBARA	CA	93109	Technology Insurance Company, Inc.	Found
5215	SANTA BARBARA MGMT LLC	1482 E VALLEY RD	MONTECITO	CA	931080000	Sunz Insurance Company	Found
5215	SANTA BARBARA PROFESSIONAL SOCCER, LLC	915 PARK LN	MONTECITO	CA	931081421	Indemnity Insurance Company of North America	Found
5215	SANTA BARBARA PROPERTY GROUP,	10 E FIGUEROA ST	SANTA BARBARA	CA	93101	Employers Preferred Insurance Company	Found
5215	SANTA BARBARA RUNNING INC	1046 COAST VILLAGE RD D	MONTECITO	CA	931080000	Travelers Property Casualty Company of America	Found
5215	SANTA BARBARA STABLES DBA	536 SANTA ANGELA LN	SANTA BARBARA	CA	931081244	State Compensation Insurance Fund	Found
5215	SANTA BARBARA STONE CRAB COMPANY	450 COTA LANE	MONTECITO	CA	93108	Oak River Insurance Company	Found
5215	SANTA BARBARA TRAVEL BUREAU INC	1485 E. VALLEY RD, SUITE #9	MONTECITO	CA	93108	Citizens Insurance Company of America	Found
5215	SANTA BARBARA WINERY	28 ANACAPA ST STE A	SANTA BARBARA	CA	931011882	Employers Preferred Insurance Company	Found
5215	THE ANIMAL CHARITABLE FOUNDATIOF SANTA BARBARA COUNTY INC	1187 COAST VILLAGE RD STE 536	SANTA BARBARA	CA	931080000	Travelers Property Casualty Company of America	Found
5215	TOAST SANTA BARBARA LLC	844 SKYVIEW DR	SANTA BARBARA	CA	93108	Hanover American Insurance Company (The)	Found
5543	LITTLE DIVERSIFIED ARCHITECTURAL CONSULTING INC	615 S COLLEGE ST STE 1600	CHARLOTTE	NC	282021851	Sentinel Insurance Company, Ltd.	Found
5997	(DBA) INLAND ELECTRICAL SUPPLY	580 E MILL ST	SAN BERNARDINO	CA	924080000	Travelers Property Casualty Company of America	Found
5997	(DBA) INLAND EMPIRE ESCROW EAST	325 W HOSPITALITY LN # 101	SAN BERNARDINO	CA	92408	Mid-Century Insurance Company	Found
6149	ARC LONG BEACH (ADVOCACY FOR RESPECT AND CHOICE LONG BEACH)	4519 EAST STEARNS STREET	LONG BEACH	CA	90815	Cypress Insurance Company	Found
6193	LCF UNITED THERAPY NETWORK INCORPORATED	500 N CENTRAL AVE #440	GLENDALE	CA	91203	AIU Insurance Company	Found
6598	NEAL FEAY COMPANY DEBTOR IN POSSESSION	133 LA PATERA LANE	GOLETA	CA	93117	Employers Assurance Company	Found
6737	CHROMALLOY CASTINGS TAMPA	330 BLAISDELL ROAD	ORANGEBURG	NY	10962	AIU Insurance Company	Found
6737	CHROMALLOY GAS TURBINE CORPORATE	330 BLAISDELL ROAD	ORANGEBURG	NY	10962	AIU Insurance Company	Found
6737	CHROMALLOY GAS TURBINE LLC	330 BLAISDELL ROAD	ORANGEBURG	NY	10962	AIU Insurance Company	Found
7112	FARMERS COOPERATIVE GIN INC (NONPROFIT CORP)	2531 WASCO WAY	BUTTONWILLOW	CA	93206	Zenith Insurance Company	Found
7409	NEXT STEP LE						Not Found
7422	LCF SIGNATURE ESTATE & INVESTMENT ADVISORS, LLC	2121 AVENUE OF THE STARS SUITE 1600	LOS ANGELES	CA	90067	AIU Insurance Company	Found
7422	LCF SIGNATURE RESOLUTION, LLC	2049 CENTURY PARK EAST SUITE 620	LOS ANGELES	CA	90067	AIU Insurance Company	Found
8451	VILLANOVA PREPARATORY SCHOOL	1000 E. VILLANOVA RD	OJAI	CA	930233909	Employers Preferred Insurance Company	Found
9294	CLARENCE BOSMAN (PARTNER)	6802 AVENUE 120	TIPTON	CA	93272	National Union Fire Insurance Company of Pittsburgh, PA	Found
9367	(DBA) DBA CONSONUS PHARMACY CA SOUTH	4560 SE INTERNATIONAL WAY STE 100	MILWAUKIE	OR	972224628	Sentry Casualty Company	Found
9367	CONSONUS PHARMACY SERVICES CALIFORNIA NORTH LLC	4560 SE INTERNATIONAL WAY STE 100	MILWAUKIE	OR	972224628	Sentry Casualty Company	Found
9367	CONSONUS PHARMACY SERVICES LLC	4560 SE INTERNATIONAL WAY STE 100	MILWAUKIE	OR	972224628	Sentry Casualty Company	Found
9566	ASPEN RESIDE						Not Found
9835	CHICCA BROS/TWIN FARMS, LLC	46336 HIGHWAY 58	BUTTONWILLOW	CA	93206	Insurance Company of the West	Found
10053	LCF FLOTRON	2630 PROGRESS STREET	VISTA	CA	92081	AIU Insurance Company	Found
11012	CALIFORNIA-PACIFIC ANNUAL CONFERENCE OF THE UNITED	110 S EUCLID AVE	PASADENA	CA	91101	CompWest Insurance Company	Found
11415	EDW APFFEL C						Not Found
12818	SAN JOAQUIN						Not Found
12895	SUNSET VIEW						Not Found
13032	REDWOOD EMPI						Not Found
13067	TURLOCK GOLF						Not Found
13214	SAINT HELENA						Not Found
13311	HUBER FARMS,						Not Found
13590	WESTRIDGE SC						Not Found
13635	SAN DIEGO YA						Not Found
14087	WEST COAST C						Not Found
14427	MERCY HOUSIN						Not Found
14637	SAINTE CLAIR						Not Found
14887	GENERAL PROD						Not Found
15022	ABILITYPATH						Not Found
15028	WILLIAM DUFF						Not Found
15413	GEMOLOGICAL						Not Found
15421	8 NET, INC.						Not Found
15502	GALLI PRODUC						Not Found
15589	DANISH ENVIR						Not Found
15833	SIERRA HILLS						Not Found
15844	ALTA WAREHOU						Not Found
15927	OVERLAND STO						Not Found
16141	BOHNHOFF LUM						Not Found
16769	MASTER PLUMB						Not Found
16904	M. O. DION A						Not Found
17373	COMPASS FAMI						Not Found
17447	PORTUGUESE O						Not Found
18005	CONGER MOSS						Not Found
18567	VILLA GARDEN						Not Found
18585	KETT ENGINEE						Not Found
19053	KISHI BROTHE						Not Found
19162	DBA PACIFIC						Not Found
19208	DEL VALLE KA						Not Found
19351	GOLDEN GATE						Not Found
19421	THE ANSEL AD						Not Found
19621	CITY OF ISLE						Not Found
19691	BREUER CONSU						Not Found
19896	LESTER NEUFE						Not Found
20021	BANNER PUMP						Not Found
21158	CENTRAL CALI						Not Found
21517	SENIOR CANYO						Not Found
21565	GOLDEN GATE						Not Found
22939	THE BLIND CH						Not Found
23005	REDLANDS DAY						Not Found
23392	CAPRICORN IN						Not Found
23394	LODI TENT &						Not Found
24155	THE ORINDA P						Not Found
24617	MINEGAR LASE						Not Found
24892	IVANHOE IRRI						Not Found
24941	STUART J. SM						Not Found
25121	LLEWELLYN SU						Not Found
25331	INTERNATIONA						Not Found
25532	CRESCENT SUR						Not Found
25756	SPIRIT HALLO						Not Found
26064	STORM VENTUR						Not Found
26265	BROADWAY KNI						Not Found
26833	SULLIVAN'S T						Not Found
27141	GRAEAGLE LAN						Not Found
27184	LITTON ENGIN						Not Found
27311	CHILDREN'S H						Not Found
27353	CALIFORNIA C						Not Found
